Instrument,Constituent RIC,Constituent Name,Date,Index
.SBF120,MMTP.PA,METROPOLE TV ORD,2024-12-31,.SBF120
.SBF120,LVMH.PA,LVMH MOET HENNESSY LOUIS VUITT,2024-12-31,.SBF120
.SBF120,SCHN.PA,SCHNEIDER ELECTRIC SE,2024-12-31,.SBF120
.SBF120,ISOS.PA,IPSOS ORD,2024-12-31,.SBF120
.SBF120,CAGR.PA,CREDIT AGRICOLE ORD,2024-12-31,.SBF120
.SBF120,SOGN.PA,SOCIETE GENERALE ORD,2024-12-31,.SBF120
.SBF120,BIOX.PA,BIOMERIEUX ORD,2024-12-31,.SBF120
.SBF120,NEXI.PA,NEXITY ORD,2024-12-31,.SBF120
.SBF120,LEGD.PA,LEGRAND ORD,2024-12-31,.SBF120
.SBF120,SGOB.PA,SAINT-GOBAIN ORD,2024-12-31,.SBF120
.SBF120,ELIS.PA,ELIS ORD SHS,2024-12-31,.SBF120
.SBF120,FRVIA.PA,FORVIA ORD,2024-12-31,.SBF120
.SBF120,IMTP.PA,IMERYS ORD,2024-12-31,.SBF120
.SBF120,SOPR.PA,SOPRA STERIA GROUP,2024-12-31,.SBF120
.SBF120,SOLB.BR,SOLVAY ORD,2024-12-31,.SBF120
.SBF120,CARR.PA,CARREFOUR ORD,2024-12-31,.SBF120
.SBF120,TTEF.PA,TOTALENERGIES SE ORD,2024-12-31,.SBF120
.SBF120,GETP.PA,GETLINK ORD,2024-12-31,.SBF120
.SBF120,RUBF.PA,RUBIS ORD,2024-12-31,.SBF120
.SBF120,JCDX.PA,JCDECAUX SE ORD,2024-12-31,.SBF120
.SBF120,RENA.PA,RENAULT PAR,2024-12-31,.SBF120
.SBF120,PUBP.PA,PUBLICIS GROUPE ORD,2024-12-31,.SBF120
.SBF120,CLARI.PA,CLARIANE ORD,2024-12-31,.SBF120
.SBF120,CHBE.PA,BENETEAU ORD,2024-12-31,.SBF120
.SBF120,LOIM.PA,KLEPIERRE REIT,2024-12-31,.SBF120
.SBF120,ADP.PA,AEROPORTS DE PARIS ORD,2024-12-31,.SBF120
.SBF120,TE.PA,TECHNIP ENERGIES BV ORD,2024-12-31,.SBF120
.SBF120,IPAR.PA,INTERPARFUMS ORD,2024-12-31,.SBF120
.SBF120,SCOR.PA,SCOR SE ORD,2024-12-31,.SBF120
.SBF120,MEDCL.PA,MEDINCELL SA ORD,2024-12-31,.SBF120
.SBF120,VCTP.PA,VICAT SA ORD,2024-12-31,.SBF120
.SBF120,VIRB.PA,STE VIRBAC SA,2024-12-31,.SBF120
.SBF120,TEPRF.PA,TELEPERFORMANCE ORD,2024-12-31,.SBF120
.SBF120,VIE.PA,VEOLIA ENVIRONNEMENT VE ORD,2024-12-31,.SBF120
.SBF120,PLNW.PA,PLANISWARE SA ORD,2024-12-31,.SBF120
.SBF120,VRLA.PA,VERALLIA SASU ORD,2024-12-31,.SBF120
.SBF120,OREP.PA,L OREAL S.A.,2024-12-31,.SBF120
.SBF120,FDJU.PA,LA FRANCAISE DES JEUX SA ORD,2024-12-31,.SBF120
.SBF120,NEOEN.PA^D25,NEOEN SA ORD,2024-12-31,.SBF120
.SBF120,ALSO.PA,ALSTOM SA ORD,2024-12-31,.SBF120
.SBF120,ARGAN.PA,ARGAN ORD,2024-12-31,.SBF120
.SBF120,PERP.PA,PERNOD-RICARD ORD,2024-12-31,.SBF120
.SBF120,OPM.PA,OPMOBILITY ORD,2024-12-31,.SBF120
.SBF120,EURA.PA,EURAZEO ORD,2024-12-31,.SBF120
.SBF120,STMPA.PA,STMICROELECTRONICS ORD,2024-12-31,.SBF120
.SBF120,WLN.PA,WORLDLINE SA,2024-12-31,.SBF120
.SBF120,TCFP.PA,THALES ORD,2024-12-31,.SBF120
.SBF120,VIRI.PA,VIRIDIEN ORD,2024-12-31,.SBF120
.SBF120,AKE.PA,ARKEMA ORD,2024-12-31,.SBF120
.SBF120,CAPP.PA,CAPGEMINI ORD,2024-12-31,.SBF120
.GDAXI,BASFn.DE,BASF SE ORD,2019-12-31,.GDAXI
.GDAXI,IFXGn.DE,INFINEON TECHNOLOGIES ORD,2019-12-31,.GDAXI
.GDAXI,SIEGn.DE,SIEMENS ORD,2019-12-31,.GDAXI
.GDAXI,EONGn.DE,E.ON ORD,2019-12-31,.GDAXI
.GDAXI,DBKGn.DE,DEUTSCHE BANK ORD,2019-12-31,.GDAXI
.GDAXI,SAPG.DE,SAP SE ORD,2019-12-31,.GDAXI
.GDAXI,BAYGn.DE,BAYER AG,2019-12-31,.GDAXI
.GDAXI,RWEG.DE,RWE ST A ORD,2019-12-31,.GDAXI
.GDAXI,1COVG.DE,COVESTRO ORD,2019-12-31,.GDAXI
.GDAXI,HNKG_p.DE,HENKEL& KGAA PRF,2019-12-31,.GDAXI
.GDAXI,DTEGn.DE,DEUTSCHE TELEKOM AG ORD,2019-12-31,.GDAXI
.GDAXI,LIN.DE,LINDE PLC ORD,2019-12-31,.GDAXI
.GDAXI,MRCG.DE,MERCK ORD,2019-12-31,.GDAXI
.GDAXI,VOWG_p.DE,VOLKSWAGEN PRF,2019-12-31,.GDAXI
.GDAXI,BMWG.DE,BMW AG,2019-12-31,.GDAXI
.GDAXI,BEIG.DE,BEIERSDORF ORD,2019-12-31,.GDAXI
.GDAXI,HEIG.DE,HEIDELBGCEMENT ORD,2019-12-31,.GDAXI
.GDAXI,MTXGn.DE,MTU AERO ENGINES ORD,2019-12-31,.GDAXI
.GDAXI,FMEG.DE,FRESENIUS MEDICAL CARE ORD,2019-12-31,.GDAXI
.GDAXI,FREG.DE,FRESENIUS SE ORD,2019-12-31,.GDAXI
.GDAXI,DHLn.DE,DEUTSCHE POST ORD,2019-12-31,.GDAXI
.GDAXI,ALVG.DE,ALLIANZ SE ORD,2019-12-31,.GDAXI
.GDAXI,LHAG.DE,LUFTHANSA ORD,2019-12-31,.GDAXI
.GDAXI,MUVGn.DE,MUNICH RE ORD,2019-12-31,.GDAXI
.GDAXI,CONG.DE,CONTINENTAL ORD,2019-12-31,.GDAXI
.GDAXI,ADSGn.DE,ADIDAS ORD,2019-12-31,.GDAXI
.GDAXI,MBGn.DE,DAIMLER ORD,2019-12-31,.GDAXI
.GDAXI,VNAn.DE,VONOVIA SE,2019-12-31,.GDAXI
.GDAXI,DB1Gn.DE,DEUTSCHE BOERSE AG ORD,2019-12-31,.GDAXI
.GDAXI,WDIG.DE^A21,WIRECARD ORD,2019-12-31,.GDAXI
.GDAXI,BASFn.DE,BASF SE ORD,2020-12-31,.GDAXI
.GDAXI,IFXGn.DE,INFINEON TECHNOLOGIES ORD,2020-12-31,.GDAXI
.GDAXI,SIEGn.DE,SIEMENS ORD,2020-12-31,.GDAXI
.GDAXI,EONGn.DE,E.ON ORD,2020-12-31,.GDAXI
.GDAXI,DWNG.DE,DT WOHNEN ORD,2020-12-31,.GDAXI
.GDAXI,DBKGn.DE,DEUTSCHE BANK ORD,2020-12-31,.GDAXI
.GDAXI,SAPG.DE,SAP SE ORD,2020-12-31,.GDAXI
.GDAXI,BAYGn.DE,BAYER AG,2020-12-31,.GDAXI
.GDAXI,RWEG.DE,RWE ST A ORD,2020-12-31,.GDAXI
.GDAXI,1COVG.DE,COVESTRO ORD,2020-12-31,.GDAXI
.GDAXI,HNKG_p.DE,HENKEL& KGAA PRF,2020-12-31,.GDAXI
.GDAXI,DTEGn.DE,DEUTSCHE TELEKOM AG ORD,2020-12-31,.GDAXI
.GDAXI,LIN.DE,LINDE PLC ORD,2020-12-31,.GDAXI
.GDAXI,MRCG.DE,MERCK ORD,2020-12-31,.GDAXI
.GDAXI,VOWG_p.DE,VOLKSWAGEN PRF,2020-12-31,.GDAXI
.GDAXI,BMWG.DE,BMW AG,2020-12-31,.GDAXI
.GDAXI,BEIG.DE,BEIERSDORF ORD,2020-12-31,.GDAXI
.GDAXI,HEIG.DE,HEIDELBGCEMENT ORD,2020-12-31,.GDAXI
.GDAXI,MTXGn.DE,MTU AERO ENGINES ORD,2020-12-31,.GDAXI
.GDAXI,FMEG.DE,FRESENIUS MEDICAL CARE ORD,2020-12-31,.GDAXI
.GDAXI,FREG.DE,FRESENIUS SE ORD,2020-12-31,.GDAXI
.GDAXI,DHLn.DE,DEUTSCHE POST ORD,2020-12-31,.GDAXI
.GDAXI,ALVG.DE,ALLIANZ SE ORD,2020-12-31,.GDAXI
.GDAXI,MUVGn.DE,MUNICH RE ORD,2020-12-31,.GDAXI
.GDAXI,CONG.DE,CONTINENTAL ORD,2020-12-31,.GDAXI
.GDAXI,ADSGn.DE,ADIDAS ORD,2020-12-31,.GDAXI
.GDAXI,DHER.DE,DELIVERY HERO AG ORD,2020-12-31,.GDAXI
.GDAXI,MBGn.DE,DAIMLER ORD,2020-12-31,.GDAXI
.GDAXI,VNAn.DE,VONOVIA SE,2020-12-31,.GDAXI
.GDAXI,DB1Gn.DE,DEUTSCHE BOERSE AG ORD,2020-12-31,.GDAXI
.GDAXI,BASFn.DE,BASF SE ORD,2021-12-31,.GDAXI
.GDAXI,IFXGn.DE,INFINEON TECHNOLOGIES ORD,2021-12-31,.GDAXI
.GDAXI,SIEGn.DE,SIEMENS ORD,2021-12-31,.GDAXI
.GDAXI,EONGn.DE,E.ON ORD,2021-12-31,.GDAXI
.GDAXI,DBKGn.DE,DEUTSCHE BANK ORD,2021-12-31,.GDAXI
.GDAXI,SATG_p.DE,SARTORIUS PRF,2021-12-31,.GDAXI
.GDAXI,SAPG.DE,SAP SE ORD,2021-12-31,.GDAXI
.GDAXI,BAYGn.DE,BAYER AG,2021-12-31,.GDAXI
.GDAXI,RWEG.DE,RWE ST A ORD,2021-12-31,.GDAXI
.GDAXI,1COVG.DE,COVESTRO ORD,2021-12-31,.GDAXI
.GDAXI,HNKG_p.DE,HENKEL& KGAA PRF,2021-12-31,.GDAXI
.GDAXI,ZALG.DE,ZALANDO ORD SHS,2021-12-31,.GDAXI
.GDAXI,DTEGn.DE,DEUTSCHE TELEKOM AG ORD,2021-12-31,.GDAXI
.GDAXI,LIN.DE,LINDE PLC ORD,2021-12-31,.GDAXI
.GDAXI,MRCG.DE,MERCK ORD,2021-12-31,.GDAXI
.GDAXI,PSHG_p.DE,PORSCHE SE VZ PRF,2021-12-31,.GDAXI
.GDAXI,VOWG_p.DE,VOLKSWAGEN PRF,2021-12-31,.GDAXI
.GDAXI,BMWG.DE,BMW AG,2021-12-31,.GDAXI
.GDAXI,BEIG.DE,BEIERSDORF ORD,2021-12-31,.GDAXI
.GDAXI,HEIG.DE,HEIDELBGCEMENT ORD,2021-12-31,.GDAXI
.GDAXI,MTXGn.DE,MTU AERO ENGINES ORD,2021-12-31,.GDAXI
.GDAXI,FMEG.DE,FRESENIUS MEDICAL CARE ORD,2021-12-31,.GDAXI
.GDAXI,HFGG.DE,HELLOFRESH SEORD,2021-12-31,.GDAXI
.GDAXI,FREG.DE,FRESENIUS SE ORD,2021-12-31,.GDAXI
.GDAXI,DHLn.DE,DEUTSCHE POST ORD,2021-12-31,.GDAXI
.GDAXI,ALVG.DE,ALLIANZ SE ORD,2021-12-31,.GDAXI
.GDAXI,MUVGn.DE,MUNICH RE ORD,2021-12-31,.GDAXI
.GDAXI,CONG.DE,CONTINENTAL ORD,2021-12-31,.GDAXI
.GDAXI,SHLG.DE,SIEMENS HEALTHINEERS AG ORD,2021-12-31,.GDAXI
.GDAXI,SY1G.DE,SYMRISE ORD,2021-12-31,.GDAXI
.GDAXI,ADSGn.DE,ADIDAS ORD,2021-12-31,.GDAXI
.GDAXI,DHER.DE,DELIVERY HERO AG ORD,2021-12-31,.GDAXI
.GDAXI,ENR1n.DE,SIEMENS ENERGY AG ORD,2021-12-31,.GDAXI
.GDAXI,MBGn.DE,DAIMLER AG ORD,2021-12-31,.GDAXI
.GDAXI,BNRGn.DE,BRENNTAG ORD,2021-12-31,.GDAXI
.GDAXI,AIRG.DE,AIRBUS SE,2021-12-31,.GDAXI
.GDAXI,VNAn.DE,VONOVIA SE,2021-12-31,.GDAXI
.GDAXI,DB1Gn.DE,DEUTSCHE BOERSE AG ORD,2021-12-31,.GDAXI
.GDAXI,PUMG.DE,PUMA SE ORD,2021-12-31,.GDAXI
.GDAXI,QIA.DE,QIAGEN ORD,2021-12-31,.GDAXI
.GDAXI,BASFn.DE,BASF SE ORD,2022-12-31,.GDAXI
.GDAXI,IFXGn.DE,INFINEON TECHNOLOGIES ORD,2022-12-31,.GDAXI
.GDAXI,SIEGn.DE,SIEMENS ORD,2022-12-31,.GDAXI
.GDAXI,EONGn.DE,E.ON ORD,2022-12-31,.GDAXI
.GDAXI,DBKGn.DE,DEUTSCHE BANK ORD,2022-12-31,.GDAXI
.GDAXI,SATG_p.DE,SARTORIUS PRF,2022-12-31,.GDAXI
.GDAXI,SAPG.DE,SAP SE ORD,2022-12-31,.GDAXI
.GDAXI,BAYGn.DE,BAYER AG,2022-12-31,.GDAXI
.GDAXI,RWEG.DE,RWE ST A ORD,2022-12-31,.GDAXI
.GDAXI,1COVG.DE,COVESTRO ORD,2022-12-31,.GDAXI
.GDAXI,HNKG_p.DE,HENKEL& KGAA PRF,2022-12-31,.GDAXI
.GDAXI,ZALG.DE,ZALANDO ORD SHS,2022-12-31,.GDAXI
.GDAXI,DTEGn.DE,DEUTSCHE TELEKOM AG ORD,2022-12-31,.GDAXI
.GDAXI,LIN.DE,LINDE PLC ORD,2022-12-31,.GDAXI
.GDAXI,MRCG.DE,MERCK ORD,2022-12-31,.GDAXI
.GDAXI,PSHG_p.DE,PORSCHE SE VZ PRF,2022-12-31,.GDAXI
.GDAXI,VOWG_p.DE,VOLKSWAGEN PRF,2022-12-31,.GDAXI
.GDAXI,BMWG.DE,BMW AG,2022-12-31,.GDAXI
.GDAXI,BEIG.DE,BEIERSDORF ORD,2022-12-31,.GDAXI
.GDAXI,HEIG.DE,HEIDELBGCEMENT ORD,2022-12-31,.GDAXI
.GDAXI,MTXGn.DE,MTU AERO ENGINES ORD,2022-12-31,.GDAXI
.GDAXI,FMEG.DE,FRESENIUS MEDICAL CARE ORD,2022-12-31,.GDAXI
.GDAXI,FREG.DE,FRESENIUS SE ORD,2022-12-31,.GDAXI
.GDAXI,DHLn.DE,DEUTSCHE POST ORD,2022-12-31,.GDAXI
.GDAXI,ALVG.DE,ALLIANZ SE ORD,2022-12-31,.GDAXI
.GDAXI,MUVGn.DE,MUNICH RE ORD,2022-12-31,.GDAXI
.GDAXI,CONG.DE,CONTINENTAL ORD,2022-12-31,.GDAXI
.GDAXI,SHLG.DE,SIEMENS HEALTHINEERS AG ORD,2022-12-31,.GDAXI
.GDAXI,SY1G.DE,SYMRISE ORD,2022-12-31,.GDAXI
.GDAXI,ADSGn.DE,ADIDAS ORD,2022-12-31,.GDAXI
.GDAXI,HNRGn.DE,HANNOVER RUECKVERSICHERUNG ORD,2022-12-31,.GDAXI
.GDAXI,DTGGe.DE,DAIMLER TRUCK AG ORD,2022-12-31,.GDAXI
.GDAXI,ENR1n.DE,SIEMENS ENERGY AG ORD,2022-12-31,.GDAXI
.GDAXI,MBGn.DE,MERCEDES-BENZ GROUP AG ORD,2022-12-31,.GDAXI
.GDAXI,BNRGn.DE,BRENNTAG ORD,2022-12-31,.GDAXI
.GDAXI,AIRG.DE,AIRBUS SE,2022-12-31,.GDAXI
.GDAXI,VNAn.DE,VONOVIA SE,2022-12-31,.GDAXI
.GDAXI,DB1Gn.DE,DEUTSCHE BOERSE AG ORD,2022-12-31,.GDAXI
.GDAXI,QIA.DE,QIAGEN ORD,2022-12-31,.GDAXI
.GDAXI,P911_p.DE,DR ING HC F PORSCHE AG PREF,2022-12-31,.GDAXI
.GDAXI,BASFn.DE,BASF SE ORD,2023-12-31,.GDAXI
.GDAXI,IFXGn.DE,INFINEON TECHNOLOGIES ORD,2023-12-31,.GDAXI
.GDAXI,SIEGn.DE,SIEMENS ORD,2023-12-31,.GDAXI
.GDAXI,EONGn.DE,E.ON ORD,2023-12-31,.GDAXI
.GDAXI,DBKGn.DE,DEUTSCHE BANK ORD,2023-12-31,.GDAXI
.GDAXI,SATG_p.DE,SARTORIUS PRF,2023-12-31,.GDAXI
.GDAXI,SAPG.DE,SAP SE ORD,2023-12-31,.GDAXI
.GDAXI,BAYGn.DE,BAYER AG,2023-12-31,.GDAXI
.GDAXI,RWEG.DE,RWE ST A ORD,2023-12-31,.GDAXI
.GDAXI,1COVG.DE,COVESTRO ORD,2023-12-31,.GDAXI
.GDAXI,HNKG_p.DE,HENKEL& KGAA PRF,2023-12-31,.GDAXI
.GDAXI,ZALG.DE,ZALANDO ORD SHS,2023-12-31,.GDAXI
.GDAXI,DTEGn.DE,DEUTSCHE TELEKOM AG ORD,2023-12-31,.GDAXI
.GDAXI,MRCG.DE,MERCK ORD,2023-12-31,.GDAXI
.GDAXI,PSHG_p.DE,PORSCHE SE VZ PRF,2023-12-31,.GDAXI
.GDAXI,VOWG_p.DE,VOLKSWAGEN PRF,2023-12-31,.GDAXI
.GDAXI,BMWG.DE,BMW AG,2023-12-31,.GDAXI
.GDAXI,BEIG.DE,BEIERSDORF ORD,2023-12-31,.GDAXI
.GDAXI,HEIG.DE,HEIDELBGCEMENT ORD,2023-12-31,.GDAXI
.GDAXI,RHMG.DE,RHEINMETALL ORD,2023-12-31,.GDAXI
.GDAXI,MTXGn.DE,MTU AERO ENGINES ORD,2023-12-31,.GDAXI
.GDAXI,FREG.DE,FRESENIUS SE ORD,2023-12-31,.GDAXI
.GDAXI,DHLn.DE,DEUTSCHE POST ORD,2023-12-31,.GDAXI
.GDAXI,ALVG.DE,ALLIANZ SE ORD,2023-12-31,.GDAXI
.GDAXI,MUVGn.DE,MUNICH RE ORD,2023-12-31,.GDAXI
.GDAXI,CONG.DE,CONTINENTAL ORD,2023-12-31,.GDAXI
.GDAXI,SHLG.DE,SIEMENS HEALTHINEERS AG ORD,2023-12-31,.GDAXI
.GDAXI,SY1G.DE,SYMRISE ORD,2023-12-31,.GDAXI
.GDAXI,ADSGn.DE,ADIDAS ORD,2023-12-31,.GDAXI
.GDAXI,HNRGn.DE,HANNOVER RUECKVERSICHERUNG ORD,2023-12-31,.GDAXI
.GDAXI,DTGGe.DE,DAIMLER TRUCK AG ORD,2023-12-31,.GDAXI
.GDAXI,ENR1n.DE,SIEMENS ENERGY AG ORD,2023-12-31,.GDAXI
.GDAXI,MBGn.DE,MERCEDES-BENZ GROUP AG ORD,2023-12-31,.GDAXI
.GDAXI,BNRGn.DE,BRENNTAG ORD,2023-12-31,.GDAXI
.GDAXI,CBKG.DE,COMMERZBANK AG,2023-12-31,.GDAXI
.GDAXI,AIRG.DE,AIRBUS SE,2023-12-31,.GDAXI
.GDAXI,VNAn.DE,VONOVIA SE,2023-12-31,.GDAXI
.GDAXI,DB1Gn.DE,DEUTSCHE BOERSE AG ORD,2023-12-31,.GDAXI
.GDAXI,QIA.DE,QIAGEN ORD,2023-12-31,.GDAXI
.GDAXI,P911_p.DE,DR ING HC F PORSCHE AG PREF,2023-12-31,.GDAXI
.GDAXI,BASFn.DE,BASF SE ORD,2024-12-31,.GDAXI
.GDAXI,IFXGn.DE,INFINEON TECHNOLOGIES ORD,2024-12-31,.GDAXI
.GDAXI,SIEGn.DE,SIEMENS ORD,2024-12-31,.GDAXI
.GDAXI,EONGn.DE,E.ON ORD,2024-12-31,.GDAXI
.GDAXI,DBKGn.DE,DEUTSCHE BANK ORD,2024-12-31,.GDAXI
.GDAXI,SATG_p.DE,SARTORIUS PRF,2024-12-31,.GDAXI
.GDAXI,SAPG.DE,SAP SE ORD,2024-12-31,.GDAXI
.GDAXI,BAYGn.DE,BAYER AG,2024-12-31,.GDAXI
.GDAXI,RWEG.DE,RWE ST A ORD,2024-12-31,.GDAXI
.GDAXI,HNKG_p.DE,HENKEL& KGAA PRF,2024-12-31,.GDAXI
.GDAXI,ZALG.DE,ZALANDO ORD SHS,2024-12-31,.GDAXI
.GDAXI,DTEGn.DE,DEUTSCHE TELEKOM AG ORD,2024-12-31,.GDAXI
.GDAXI,MRCG.DE,MERCK ORD,2024-12-31,.GDAXI
.GDAXI,PSHG_p.DE,PORSCHE SE VZ PRF,2024-12-31,.GDAXI
.GDAXI,VOWG_p.DE,VOLKSWAGEN PRF,2024-12-31,.GDAXI
.GDAXI,BMWG.DE,BMW AG,2024-12-31,.GDAXI
.GDAXI,BEIG.DE,BEIERSDORF ORD,2024-12-31,.GDAXI
.GDAXI,HEIG.DE,HEIDELBGCEMENT ORD,2024-12-31,.GDAXI
.GDAXI,RHMG.DE,RHEINMETALL ORD,2024-12-31,.GDAXI
.GDAXI,MTXGn.DE,MTU AERO ENGINES ORD,2024-12-31,.GDAXI
.GDAXI,FMEG.DE,FRESENIUS MEDICAL CARE ORD,2024-12-31,.GDAXI
.GDAXI,FREG.DE,FRESENIUS SE ORD,2024-12-31,.GDAXI
.GDAXI,DHLn.DE,DEUTSCHE POST ORD,2024-12-31,.GDAXI
.GDAXI,ALVG.DE,ALLIANZ SE ORD,2024-12-31,.GDAXI
.GDAXI,MUVGn.DE,MUNICH RE ORD,2024-12-31,.GDAXI
.GDAXI,CONG.DE,CONTINENTAL ORD,2024-12-31,.GDAXI
.GDAXI,SHLG.DE,SIEMENS HEALTHINEERS AG ORD,2024-12-31,.GDAXI
.GDAXI,SY1G.DE,SYMRISE ORD,2024-12-31,.GDAXI
.GDAXI,ADSGn.DE,ADIDAS ORD,2024-12-31,.GDAXI
.GDAXI,HNRGn.DE,HANNOVER RUECKVERSICHERUNG ORD,2024-12-31,.GDAXI
.GDAXI,DTGGe.DE,DAIMLER TRUCK AG ORD,2024-12-31,.GDAXI
.GDAXI,ENR1n.DE,SIEMENS ENERGY AG ORD,2024-12-31,.GDAXI
.GDAXI,MBGn.DE,MERCEDES-BENZ GROUP AG ORD,2024-12-31,.GDAXI
.GDAXI,BNRGn.DE,BRENNTAG ORD,2024-12-31,.GDAXI
.GDAXI,CBKG.DE,COMMERZBANK AG,2024-12-31,.GDAXI
.GDAXI,AIRG.DE,AIRBUS SE,2024-12-31,.GDAXI
.GDAXI,VNAn.DE,VONOVIA SE,2024-12-31,.GDAXI
.GDAXI,DB1Gn.DE,DEUTSCHE BOERSE AG ORD,2024-12-31,.GDAXI
.GDAXI,QIA.DE,QIAGEN ORD,2024-12-31,.GDAXI
.GDAXI,P911_p.DE,DR ING HC F PORSCHE AG PREF,2024-12-31,.GDAXI
.AEX,PRX.AS,,2019-12-31,.AEX
.AEX,MT.AS,ARCELORMITTAL ORD,2019-12-31,.AEX
.AEX,ASRNL.AS,ARS NEDERLAND NV WHEN ISSUED,2019-12-31,.AEX
.AEX,RAND.AS,RANDSTAD ORD,2019-12-31,.AEX
.AEX,ASML.AS,ASML HOLDING ORD,2019-12-31,.AEX
.AEX,AEGN.AS,AEGON ORD,2019-12-31,.AEX
.AEX,SHEL.AS,ROYAL DUTCH SHELL ORD SH A,2019-12-31,.AEX
.AEX,INGA.AS,ING GROEP ORD,2019-12-31,.AEX
.AEX,ABNd.AS,ABN AMRO BANK ORD,2019-12-31,.AEX
.AEX,DSMN.AS^E23,KONINKLIJKE DSM ORD,2019-12-31,.AEX
.AEX,AKZO.AS,AKZO NOBEL ORD,2019-12-31,.AEX
.AEX,VOPA.AS,VOPAK ORD,2019-12-31,.AEX
.AEX,IMCD.AS,IMCD,2019-12-31,.AEX
.AEX,HEIN.AS,HEINEKEN ORD,2019-12-31,.AEX
.AEX,REL.AS,RELX PLC ORD,2019-12-31,.AEX
.AEX,AALB.AS,AALBERTS ORD,2019-12-31,.AEX
.AEX,PHG.AS,KONINKLIJKE PHILIPS NV,2019-12-31,.AEX
.AEX,UNA.AS^K20,UNILEVER OS ORD,2019-12-31,.AEX
.AEX,AD.AS,KONINKLIJKE AHOLD DELHAIZE NV ORD,2019-12-31,.AEX
.AEX,WLSNc.AS,WOLTERS KLUWERS ORD,2019-12-31,.AEX
.AEX,ADYEN.AS,ADYEN NV ORD,2019-12-31,.AEX
.AEX,URW.PA,UNIBAIL-RODAMCO-WESTFIELD ORD,2019-12-31,.AEX
.AEX,NN.AS,NN GROUP ORD SHS,2019-12-31,.AEX
.AEX,GLPG.AS,GALAPAGOS ORD,2019-12-31,.AEX
.AEX,KPN.AS,KPN-KON.NV ORD,2019-12-31,.AEX
.AEX,TKWY.AS,TAKEAWAY.COM HOLDING ORD,2019-12-31,.AEX
.AEX,TKWY.AS,TAKEAWAY.COM HOLDING ORD,2019-12-31,.AEX
.AEX,PRX.AS,PROSUS NV ORD,2020-12-31,.AEX
.AEX,MT.AS,ARCELORMITTAL ORD,2020-12-31,.AEX
.AEX,ASRNL.AS,ARS NEDERLAND NV WHEN ISSUED,2020-12-31,.AEX
.AEX,ULVR.AS,UNILEVER PLC ORD,2020-12-31,.AEX
.AEX,RAND.AS,RANDSTAD ORD,2020-12-31,.AEX
.AEX,ASMI.AS,ASM INTL ORD,2020-12-31,.AEX
.AEX,ASML.AS,ASML HOLDING ORD,2020-12-31,.AEX
.AEX,AEGN.AS,AEGON ORD,2020-12-31,.AEX
.AEX,SHEL.AS,ROYAL DUTCH SHELL ORD SH A,2020-12-31,.AEX
.AEX,INGA.AS,ING GROEP ORD,2020-12-31,.AEX
.AEX,ABNd.AS,ABN AMRO BANK ORD,2020-12-31,.AEX
.AEX,DSMN.AS^E23,KONINKLIJKE DSM ORD,2020-12-31,.AEX
.AEX,AKZO.AS,AKZO NOBEL ORD,2020-12-31,.AEX
.AEX,IMCD.AS,IMCD,2020-12-31,.AEX
.AEX,HEIN.AS,HEINEKEN ORD,2020-12-31,.AEX
.AEX,REL.AS,RELX PLC ORD,2020-12-31,.AEX
.AEX,PHG.AS,KONINKLIJKE PHILIPS NV,2020-12-31,.AEX
.AEX,AD.AS,KONINKLIJKE AHOLD DELHAIZE NV ORD,2020-12-31,.AEX
.AEX,WLSNc.AS,WOLTERS KLUWERS ORD,2020-12-31,.AEX
.AEX,ADYEN.AS,ADYEN NV ORD,2020-12-31,.AEX
.AEX,URW.PA,UNIBAIL-RODAMCO-WESTFIELD ORD,2020-12-31,.AEX
.AEX,NN.AS,NN GROUP ORD SHS,2020-12-31,.AEX
.AEX,GLPG.AS,GALAPAGOS ORD,2020-12-31,.AEX
.AEX,KPN.AS,KPN-KON.NV ORD,2020-12-31,.AEX
.AEX,TKWY.AS,JUST EAT TAKEAWAY.COM NV ORD,2020-12-31,.AEX
.AEX,TKWY.AS,JUST EAT TAKEAWAY.COM NV ORD,2020-12-31,.AEX
.AEX,TKWY.AS,JUST EAT TAKEAWAY.COM NV ORD,2020-12-31,.AEX
.AEX,PRX.AS,PROSUS NV ORD,2021-12-31,.AEX
.AEX,MT.AS,ARCELORMITTAL ORD,2021-12-31,.AEX
.AEX,BESI.AS,BE SEMICONDUCTOR ORD,2021-12-31,.AEX
.AEX,ULVR.AS,UNILEVER PLC ORD,2021-12-31,.AEX
.AEX,RAND.AS,RANDSTAD ORD,2021-12-31,.AEX
.AEX,ASMI.AS,ASM INTL ORD,2021-12-31,.AEX
.AEX,ASML.AS,ASML HOLDING ORD,2021-12-31,.AEX
.AEX,AEGN.AS,AEGON ORD,2021-12-31,.AEX
.AEX,SHEL.AS,ROYAL DUTCH SHELL ORD SH A,2021-12-31,.AEX
.AEX,INGA.AS,ING GROEP ORD,2021-12-31,.AEX
.AEX,DSMN.AS^E23,KONINKLIJKE DSM ORD,2021-12-31,.AEX
.AEX,AKZO.AS,AKZO NOBEL ORD,2021-12-31,.AEX
.AEX,IMCD.AS,IMCD,2021-12-31,.AEX
.AEX,HEIN.AS,HEINEKEN ORD,2021-12-31,.AEX
.AEX,REL.AS,RELX PLC ORD,2021-12-31,.AEX
.AEX,PHG.AS,KONINKLIJKE PHILIPS NV,2021-12-31,.AEX
